id,label,community
9896,Misinformation,11
9897,Reliable,5
9898,Reliable,5
9899,Misinformation,5
9900,Misinformation,11
9901,Misinformation,28
9902,Reliable,11
9903,Misinformation,11
9904,Reliable,5
9905,Reliable,11
9906,Reliable,5
9907,Misinformation,11
9908,Misinformation,10
9909,Reliable,5
9910,Reliable,28
9911,Reliable,11
9912,Reliable,5
9913,Reliable,5
9914,Reliable,5
9915,Misinformation,5
9916,Reliable,5
9917,Misinformation,5
9918,Reliable,5
9919,Reliable,5
9920,Misinformation,5
9921,Reliable,11
9922,Misinformation,5
9923,Misinformation,5
9924,Misinformation,5
9925,Misinformation,28
9926,Misinformation,11
9927,Misinformation,5
9928,Misinformation,5
9929,Misinformation,5
9930,Misinformation,5
9931,Reliable,5
9932,Misinformation,5
9933,Reliable,5
9934,Misinformation,5
9935,Reliable,5
9936,Reliable,5
9937,Reliable,11
9938,Reliable,5
9939,Misinformation,5
9940,Misinformation,11
9941,Reliable,11
9942,Reliable,1
9943,Misinformation,3
9944,Misinformation,11
9945,Misinformation,11
9946,Misinformation,5
9947,Reliable,11
9948,Reliable,5
9949,Reliable,11
9950,Reliable,11
9951,Misinformation,1
9952,Misinformation,11
9953,Reliable,11
9954,Reliable,28
9955,Reliable,3
9956,Misinformation,10
9957,Misinformation,11
9958,Misinformation,3
9959,Misinformation,13
9960,Misinformation,11
9961,Misinformation,1
9962,Misinformation,11
9963,Reliable,11
9964,Reliable,1
9965,Misinformation,11
9966,Reliable,1
9967,Misinformation,11
9968,Misinformation,5
9969,Reliable,5
9970,Reliable,28
9971,Misinformation,11
9972,Reliable,28
9973,Reliable,25
9974,Reliable,28
9975,Misinformation,29
9976,Reliable,21
9977,Misinformation,10
9978,Reliable,1
9979,Reliable,5
9980,Misinformation,11
9981,Reliable,3
9982,Reliable,11
9983,Reliable,11
9984,Reliable,11
9985,Misinformation,28
9986,Reliable,11
9987,Misinformation,26
9988,Reliable,5
9989,Reliable,1
9990,Misinformation,11
9991,Reliable,11
9992,Reliable,5
9993,Reliable,28
9994,Reliable,5
9995,Misinformation,11
9996,Reliable,5
9997,Misinformation,28
9998,Reliable,10
9999,Misinformation,28
10000,Reliable,11
10001,Misinformation,11
10002,Misinformation,11
10003,Misinformation,26
10004,Reliable,28
10005,Misinformation,11
10006,Misinformation,1
10007,Misinformation,5
10008,Reliable,10
10009,Misinformation,11
10010,Misinformation,5
10011,Reliable,28
10012,Misinformation,11
10013,Reliable,5
10014,Reliable,11
10015,Misinformation,13
10016,Misinformation,11
10017,Reliable,5
10018,Reliable,11
10019,Reliable,28
10020,Misinformation,5
10021,Reliable,11
10022,Reliable,28
10023,Reliable,28
10024,Reliable,28
10025,Reliable,25
10026,Reliable,28
10027,Reliable,1
10028,Reliable,1
10029,Misinformation,11
10030,Reliable,11
10031,Misinformation,11
10032,Reliable,5
10033,Reliable,28
10034,Misinformation,11
10035,Misinformation,1
10036,Reliable,3
10037,Reliable,28
10038,Misinformation,11
10039,Reliable,5
10040,Reliable,28
10041,Misinformation,5
10042,Misinformation,3
10043,Reliable,11
10044,Reliable,5
10045,Misinformation,28
10046,Misinformation,1
10047,Reliable,10
10048,Reliable,13
10049,Reliable,1
10050,Reliable,1
10051,Reliable,28
10052,Reliable,11
10053,Misinformation,11
10054,Misinformation,1
10055,Misinformation,11
10056,Reliable,1
10057,Reliable,29
10058,Misinformation,11
10059,Reliable,3
10060,Reliable,28
10061,Misinformation,5
10062,Misinformation,11
10063,Misinformation,1
10064,Reliable,1
10065,Reliable,1
10066,Misinformation,28
10067,Misinformation,28
10068,Reliable,28
10069,Reliable,11
10070,Reliable,1
10071,Reliable,11
10072,Reliable,1
10073,Misinformation,11
10074,Reliable,3
10075,Reliable,28
10076,Reliable,28
10077,Misinformation,28
10078,Reliable,11
10079,Reliable,28
10080,Reliable,11
10081,Misinformation,28
10082,Misinformation,11
10083,Reliable,1
10084,Misinformation,28
10085,Reliable,13
10086,Reliable,1
10087,Misinformation,1
10088,Misinformation,11
10089,Misinformation,11
10090,Misinformation,11
10091,Reliable,1
10092,Misinformation,11
10093,Reliable,11
10094,Misinformation,11
10095,Misinformation,5
10096,Reliable,10
10097,Misinformation,10
10098,Reliable,28
10099,Reliable,10
10100,Misinformation,5
10101,Reliable,11
10102,Reliable,11
10103,Misinformation,28
10104,Reliable,28
10105,Reliable,5
10106,Reliable,5
10107,Misinformation,10
10108,Reliable,28
10109,Misinformation,5
10110,Reliable,10
10111,Reliable,10
10112,Misinformation,10
10113,Reliable,10
10114,Misinformation,26
10115,Misinformation,10
10116,Reliable,28
10117,Reliable,28
10118,Misinformation,10
10119,Reliable,10
10120,Reliable,10
10121,Misinformation,10
10122,Reliable,29
10123,Misinformation,29
10124,Reliable,29
10125,Reliable,29
10126,Misinformation,11
10127,Misinformation,29
10128,Reliable,11
10129,Misinformation,5
10130,Reliable,10
10131,Misinformation,5
10132,Reliable,10
10133,Misinformation,10
10134,Reliable,10
10135,Reliable,10
10136,Reliable,11
10137,Misinformation,10
10138,Misinformation,1
10139,Reliable,10
10140,Misinformation,11
10141,Reliable,5
10142,Reliable,10
10143,Misinformation,10
10144,Misinformation,10
10145,Misinformation,26
10146,Reliable,11
10147,Misinformation,5
10148,Misinformation,5
10149,Reliable,11
10150,Misinformation,5
10151,Misinformation,28
10152,Misinformation,5
10153,Reliable,10
10154,Reliable,10
10155,Reliable,10
10156,Misinformation,10
10157,Reliable,10
10158,Misinformation,13
10159,Misinformation,3
10160,Reliable,3
10161,Misinformation,11
10162,Misinformation,5
10163,Reliable,5
10164,Misinformation,10
10165,Misinformation,10
10166,Reliable,11
10167,Reliable,1
10168,Misinformation,25
10169,Reliable,5
10170,Reliable,5
10171,Misinformation,10
10172,Misinformation,5
10173,Misinformation,5
10174,Reliable,5
10175,Reliable,26
10176,Misinformation,10
10177,Misinformation,10
10178,Misinformation,5
10179,Misinformation,5
10180,Reliable,5
10181,Misinformation,5
10182,Misinformation,3
10183,Misinformation,5
10184,Reliable,10
10185,Reliable,28
10186,Reliable,5
10187,Reliable,10
10188,Reliable,29
10189,Reliable,29
10190,Misinformation,11
10191,Reliable,10
10192,Reliable,28
10193,Reliable,28
10194,Reliable,28
10195,Reliable,10
10196,Reliable,29
10197,Reliable,13
10198,Misinformation,28
10199,Reliable,10
10200,Reliable,28
10201,Misinformation,11
10202,Misinformation,3
10203,Reliable,11
10204,Misinformation,11
10205,Reliable,21
10206,Reliable,11
10207,Misinformation,5
10208,Reliable,5
10209,Reliable,11
10210,Reliable,5
10211,Reliable,5
10212,Misinformation,10
10213,Reliable,10
10214,Misinformation,1
10215,Misinformation,25
10216,Reliable,3
10217,Misinformation,28
10218,Misinformation,5
10219,Reliable,5
10220,Misinformation,10
10221,Reliable,10
10222,Reliable,3
10223,Misinformation,11
10224,Reliable,25
10225,Reliable,11
10226,Misinformation,11
10227,Reliable,21
10228,Misinformation,1
10229,Reliable,10
10230,Reliable,29
10231,Misinformation,5
10232,Reliable,28
10233,Reliable,5
10234,Misinformation,5
10235,Misinformation,3
10236,Misinformation,5
10237,Reliable,10
10238,Reliable,5
10239,Misinformation,10
10240,Reliable,10
10241,Reliable,5
10242,Reliable,5
10243,Misinformation,30
10244,Reliable,5
10245,Misinformation,5
10246,Misinformation,5
10247,Reliable,5
10248,Misinformation,25
10249,Reliable,1
10250,Reliable,1
10251,Misinformation,1
10252,Reliable,1
10253,Misinformation,1
10254,Misinformation,5
10255,Reliable,5
10256,Misinformation,11
10257,Misinformation,5
10258,Misinformation,5
10259,Reliable,13
10260,Misinformation,11
10261,Misinformation,13
10262,Misinformation,11
10263,Reliable,11
10264,Misinformation,28
10265,Reliable,28
10266,Reliable,29
10267,Reliable,11
10268,Misinformation,5
10269,Reliable,28
10270,Misinformation,28
10271,Reliable,11
10272,Reliable,5
10273,Misinformation,11
10274,Misinformation,25
10275,Misinformation,28
10276,Misinformation,28
10277,Reliable,5
10278,Reliable,11
10279,Reliable,5
10280,Misinformation,28
10281,Misinformation,25
10282,Misinformation,3
10283,Reliable,25
10284,Reliable,11
10285,Reliable,5
10286,Reliable,5
10287,Misinformation,5
10288,Reliable,28
10289,Reliable,28
10290,Misinformation,28
10291,Reliable,28
10292,Misinformation,5
10293,Misinformation,29
10294,Misinformation,5
10295,Reliable,11
10296,Reliable,11
10297,Misinformation,11
10298,Reliable,28
10299,Reliable,28
10300,Reliable,28
10301,Misinformation,28
10302,Reliable,10
10303,Misinformation,25
10304,Reliable,11
10305,Reliable,28
10306,Reliable,28
10307,Reliable,30
10308,Misinformation,10
10309,Misinformation,10
10310,Misinformation,11
10311,Reliable,11
10312,Reliable,29
10313,Misinformation,28
10314,Misinformation,28
10315,Reliable,11
10316,Reliable,11
10317,Reliable,11
10318,Misinformation,29
10319,Reliable,3
10320,Misinformation,10
10321,Misinformation,11
10322,Reliable,28
10323,Misinformation,11
10324,Misinformation,11
10325,Misinformation,11
10326,Misinformation,11
10327,Misinformation,11
10328,Misinformation,11
10329,Misinformation,11
10330,Reliable,5
10331,Misinformation,11
10332,Reliable,28
10333,Reliable,5
10334,Reliable,10
10335,Misinformation,29
10336,Reliable,11
10337,Reliable,28
10338,Misinformation,11
10339,Misinformation,5
10340,Reliable,29
10341,Reliable,5
10342,Misinformation,10
10343,Misinformation,5
10344,Reliable,5
10345,Reliable,10
10346,Misinformation,5
10347,Misinformation,10
10348,Misinformation,5
10349,Misinformation,5
10350,Reliable,5
10351,Reliable,5
10352,Reliable,5
10353,Reliable,5
10354,Misinformation,5
10355,Reliable,10
10356,Misinformation,10
10357,Misinformation,5
10358,Misinformation,5
10359,Reliable,5
10360,Reliable,5
10361,Reliable,5
10362,Reliable,3
10363,Misinformation,11
10364,Reliable,5
10365,Misinformation,5
10366,Reliable,11
10367,Misinformation,10
10368,Reliable,5
10369,Misinformation,11
10370,Reliable,5
10371,Reliable,28
10372,Misinformation,5
10373,Reliable,5
10374,Misinformation,10
10375,Reliable,28
10376,Reliable,28
10377,Misinformation,11
10378,Reliable,28
10379,Reliable,5
10380,Misinformation,29
10381,Reliable,10
10382,Misinformation,5
10383,Misinformation,28
10384,Misinformation,10
10385,Reliable,10
10386,Reliable,13
10387,Misinformation,28
10388,Misinformation,28
10389,Misinformation,28
10390,Misinformation,3
10391,Reliable,26
10392,Reliable,26
10393,Misinformation,5
10394,Misinformation,11
10395,Misinformation,5
10396,Reliable,28
10397,Misinformation,28
10398,Misinformation,28
10399,Misinformation,29
10400,Reliable,10
10401,Reliable,11
10402,Misinformation,28
10403,Misinformation,10
10404,Reliable,5
10405,Reliable,26
10406,Reliable,11
10407,Misinformation,5
10408,Reliable,26
10409,Reliable,20
10410,Reliable,5
10411,Misinformation,11
10412,Misinformation,5
10413,Reliable,5
10414,Reliable,11
10415,Reliable,11
10416,Misinformation,28
10417,Misinformation,11
10418,Reliable,10
10419,Reliable,11
10420,Reliable,10
10421,Reliable,5
10422,Reliable,28
10423,Reliable,28
10424,Misinformation,5
10425,Reliable,11
10426,Reliable,5
10427,Misinformation,28
10428,Misinformation,11
10429,Misinformation,5
10430,Reliable,11
10431,Misinformation,11
10432,Misinformation,3
10433,Reliable,11
10434,Reliable,5
10435,Misinformation,25
10436,Reliable,5
10437,Reliable,28
10438,Misinformation,13
10439,Misinformation,11
10440,Reliable,11
10441,Reliable,28
10442,Misinformation,13
10443,Reliable,11
10444,Reliable,11
10445,Reliable,28
10446,Misinformation,5
10447,Reliable,13
10448,Misinformation,11
10449,Reliable,5
10450,Misinformation,5
10451,Misinformation,5
10452,Reliable,11
10453,Reliable,11
10454,Reliable,25
10455,Misinformation,11
10456,Reliable,11
10457,Reliable,26
10458,Misinformation,28
10459,Misinformation,5
10460,Misinformation,26
10461,Reliable,5
10462,Reliable,13
10463,Reliable,28
10464,Reliable,28
10465,Misinformation,5
10466,Reliable,5
10467,Misinformation,28
10468,Reliable,10
10469,Reliable,5
10470,Misinformation,10
10471,Reliable,5
10472,Misinformation,28
10473,Reliable,11
10474,Misinformation,5
10475,Reliable,10
10476,Reliable,3
10477,Reliable,5
10478,Misinformation,11
10479,Misinformation,26
10480,Reliable,11
10481,Reliable,11
10482,Misinformation,5
10483,Misinformation,11
10484,Misinformation,5
10485,Misinformation,28
10486,Misinformation,10
10487,Misinformation,26
10488,Misinformation,5
10489,Reliable,11
10490,Reliable,1
10491,Reliable,28
10492,Misinformation,5
10493,Reliable,11
10494,Reliable,28
10495,Reliable,5
10496,Misinformation,11
10497,Reliable,5
10498,Misinformation,11
10499,Misinformation,28
10500,Reliable,11
10501,Misinformation,1
10502,Reliable,5
10503,Reliable,28
10504,Reliable,5
10505,Reliable,22
10506,Reliable,5
10507,Misinformation,5
10508,Reliable,28
10509,Reliable,25
10510,Reliable,5
10511,Reliable,5
10512,Reliable,28
10513,Reliable,5
10514,Misinformation,26
10515,Reliable,5
10516,Misinformation,28
10517,Misinformation,11
10518,Reliable,28
10519,Misinformation,23
10520,Reliable,5
10521,Reliable,5
10522,Reliable,28
10523,Reliable,28
10524,Reliable,28
10525,Misinformation,11
10526,Reliable,11
10527,Misinformation,10
10528,Reliable,28
10529,Misinformation,5
10530,Reliable,5
10531,Reliable,13
10532,Reliable,11
10533,Reliable,28
10534,Reliable,5
10535,Reliable,28
10536,Misinformation,5
10537,Reliable,28
10538,Reliable,5
10539,Reliable,5
10540,Reliable,5
10541,Reliable,11
10542,Reliable,5
10543,Misinformation,28
10544,Misinformation,10
10545,Misinformation,11
10546,Reliable,11
10547,Misinformation,28
10548,Misinformation,1
10549,Misinformation,1
10550,Reliable,5
10551,Reliable,28
10552,Misinformation,29
10553,Misinformation,13
10554,Misinformation,10
10555,Misinformation,5
10556,Misinformation,5
10557,Misinformation,5
10558,Misinformation,11
10559,Reliable,5
10560,Misinformation,5
10561,Reliable,5
10562,Misinformation,1
10563,Reliable,10
10564,Reliable,5
10565,Misinformation,11
10566,Reliable,5
10567,Reliable,5
10568,Misinformation,28
10569,Misinformation,11
10570,Reliable,5
10571,Reliable,5
10572,Misinformation,28
10573,Misinformation,5
10574,Misinformation,5
10575,Misinformation,28
10576,Misinformation,5
10577,Reliable,28
10578,Reliable,28
10579,Misinformation,10
10580,Reliable,11
10581,Reliable,11
10582,Reliable,11
10583,Reliable,11
10584,Misinformation,11
10585,Reliable,26
10586,Misinformation,5
10587,Misinformation,5
10588,Misinformation,28
10589,Misinformation,5
10590,Reliable,5
10591,Reliable,28
10592,Misinformation,5
10593,Reliable,5
10594,Reliable,11
10595,Misinformation,11
10596,Reliable,5
10597,Misinformation,5
10598,Reliable,11
10599,Misinformation,28
10600,Reliable,5
10601,Reliable,28
10602,Misinformation,5
10603,Misinformation,11
10604,Reliable,5
10605,Misinformation,1
10606,Misinformation,28
10607,Reliable,11
10608,Misinformation,10
10609,Misinformation,11
10610,Reliable,24
10611,Reliable,5
10612,Reliable,5
10613,Reliable,11
10614,Reliable,5
10615,Misinformation,11
10616,Reliable,5
10617,Reliable,1
10618,Reliable,5
10619,Reliable,5
10620,Misinformation,5
10621,Misinformation,11
10622,Reliable,11
10623,Reliable,11
10624,Reliable,5
10625,Misinformation,11
10626,Misinformation,11
10627,Misinformation,11
10628,Reliable,28
10629,Reliable,5
10630,Reliable,5
10631,Reliable,28
10632,Reliable,3
10633,Reliable,5
10634,Misinformation,1
10635,Misinformation,5
10636,Misinformation,28
10637,Misinformation,28
10638,Misinformation,11
10639,Reliable,5
10640,Misinformation,5
10641,Misinformation,5
10642,Misinformation,3
10643,Reliable,10
10644,Reliable,10
10645,Misinformation,1
10646,Misinformation,28
10647,Reliable,5
10648,Reliable,28
10649,Reliable,11
10650,Misinformation,28
10651,Misinformation,5
10652,Reliable,10
10653,Misinformation,28
10654,Reliable,5
10655,Misinformation,11
10656,Reliable,11
10657,Misinformation,5
10658,Reliable,28
10659,Misinformation,5
10660,Misinformation,11
10661,Reliable,5
10662,Reliable,11
10663,Reliable,11
10664,Misinformation,11
10665,Misinformation,10
10666,Misinformation,5
10667,Misinformation,3
10668,Reliable,27
10669,Misinformation,11
10670,Misinformation,11
10671,Reliable,5
10672,Misinformation,5
10673,Reliable,11
10674,Misinformation,5
10675,Reliable,5
10676,Misinformation,5
10677,Misinformation,5
10678,Reliable,5
10679,Reliable,25
10680,Misinformation,5
10681,Reliable,28
10682,Misinformation,5
10683,Reliable,11
10684,Reliable,28
10685,Reliable,1
10686,Reliable,5
10687,Misinformation,5
10688,Reliable,11
10689,Reliable,5
10690,Reliable,28
10691,Reliable,10
10692,Reliable,31
10693,Misinformation,5
10694,Reliable,13
10695,Misinformation,1
10696,Reliable,28
10697,Reliable,28
10698,Reliable,10
10699,Misinformation,5
10700,Misinformation,3
10701,Misinformation,11
10702,Misinformation,1
10703,Reliable,13
10704,Reliable,3
10705,Reliable,21
10706,Reliable,28
10707,Misinformation,10
10708,Misinformation,25
10709,Reliable,28
10710,Misinformation,26
10711,Misinformation,3
10712,Reliable,11
10713,Reliable,3
10714,Reliable,28
10715,Reliable,13
10716,Misinformation,3
10717,Misinformation,25
10718,Reliable,28
10719,Misinformation,29
10720,Reliable,26
10721,Misinformation,10
10722,Reliable,3
10723,Reliable,26
10724,Reliable,28
10725,Reliable,3
10726,Misinformation,11
10727,Reliable,28
10728,Reliable,26
10729,Misinformation,10
10730,Reliable,30
10731,Reliable,13
10732,Reliable,10
10733,Reliable,28
10734,Reliable,13
10735,Misinformation,5
10736,Reliable,28
10737,Misinformation,5
10738,Reliable,5
10739,Reliable,28
10740,Reliable,28
10741,Reliable,28
10742,Misinformation,5
10743,Misinformation,1
10744,Reliable,10
10745,Reliable,26
10746,Misinformation,28
10747,Misinformation,10
10748,Misinformation,25
10749,Reliable,13
10750,Misinformation,10
10751,Reliable,28
10752,Misinformation,30
10753,Reliable,28
10754,Reliable,25
10755,Misinformation,28
10756,Misinformation,26
10757,Reliable,26
10758,Reliable,3
10759,Misinformation,13
10760,Misinformation,5
10761,Reliable,28
10762,Misinformation,5
10763,Reliable,28
10764,Reliable,3
10765,Reliable,3
10766,Misinformation,5
10767,Misinformation,5
10768,Reliable,28
10769,Reliable,26
10770,Reliable,13
10771,Misinformation,11
10772,Reliable,10
10773,Reliable,28
10774,Reliable,28
10775,Misinformation,25
10776,Reliable,10
10777,Misinformation,11
10778,Misinformation,28
10779,Misinformation,10
10780,Misinformation,11
10781,Misinformation,11
10782,Misinformation,5
10783,Reliable,21
10784,Reliable,13
10785,Reliable,28
10786,Misinformation,11
10787,Misinformation,11
10788,Reliable,26
10789,Reliable,26
10790,Reliable,13
10791,Reliable,25
10792,Misinformation,11
10793,Reliable,13
10794,Reliable,26
10795,Misinformation,11
10796,Reliable,25
10797,Reliable,28
10798,Misinformation,5
10799,Reliable,28
10800,Misinformation,5
10801,Misinformation,10
10802,Reliable,28
10803,Misinformation,29
10804,Misinformation,5
10805,Reliable,13
10806,Reliable,26
10807,Reliable,26
10808,Misinformation,5
10809,Misinformation,5
10810,Misinformation,26
10811,Misinformation,28
10812,Reliable,11
10813,Misinformation,25
10814,Reliable,13
10815,Misinformation,26
10816,Misinformation,5
10817,Reliable,26
10818,Reliable,28
10819,Misinformation,13
10820,Misinformation,11
10821,Reliable,26
10822,Reliable,21
10823,Misinformation,28
10824,Misinformation,28
10825,Misinformation,5
10826,Reliable,13
10827,Misinformation,10
10828,Reliable,26
10829,Misinformation,5
10830,Misinformation,11
10831,Reliable,11
10832,Reliable,28
10833,Reliable,10
10834,Misinformation,5
10835,Reliable,26
10836,Misinformation,29
10837,Misinformation,28
10838,Reliable,25
10839,Misinformation,11
10840,Reliable,13
10841,Reliable,10
10842,Misinformation,5
10843,Misinformation,11
10844,Misinformation,25
10845,Reliable,13
10846,Reliable,21
10847,Misinformation,5
10848,Misinformation,1
10849,Reliable,13
10850,Reliable,11
10851,Reliable,13
10852,Reliable,3
10853,Misinformation,30
10854,Reliable,13
10855,Misinformation,5
10856,Misinformation,28
10857,Reliable,13
10858,Misinformation,3
10859,Misinformation,5
10860,Misinformation,25
10861,Misinformation,5
10862,Misinformation,10
10863,Reliable,13
10864,Misinformation,25
10865,Reliable,26
10866,Reliable,28
10867,Misinformation,5
10868,Reliable,28
10869,Misinformation,5
10870,Reliable,28
10871,Reliable,5
10872,Misinformation,26
10873,Reliable,26
10874,Reliable,21
10875,Reliable,26
10876,Misinformation,30
10877,Reliable,28
10878,Misinformation,11
10879,Reliable,28
10880,Misinformation,10
10881,Misinformation,1
10882,Misinformation,5
10883,Misinformation,25
10884,Reliable,26
10885,Reliable,21
10886,Reliable,13
10887,Reliable,5
10888,Reliable,28
10889,Misinformation,28
10890,Misinformation,3
10891,Reliable,13
10892,Reliable,13
10893,Reliable,3
10894,Reliable,21
10895,Misinformation,5
10896,Reliable,11
10897,Misinformation,5
10898,Reliable,10
10899,Reliable,26
10900,Reliable,13
10901,Reliable,28
10902,Reliable,13
10903,Misinformation,29
10904,Reliable,26
10905,Reliable,28
10906,Misinformation,25
10907,Misinformation,5
10908,Misinformation,28
10909,Misinformation,29
10910,Reliable,28
10911,Reliable,26
10912,Misinformation,29
10913,Misinformation,5
10914,Misinformation,11
10915,Reliable,5
10916,Misinformation,25
10917,Misinformation,29
10918,Reliable,28
10919,Misinformation,10
10920,Misinformation,11
10921,Reliable,26
10922,Misinformation,10
10923,Misinformation,10
10924,Reliable,3
10925,Misinformation,1
10926,Reliable,26
10927,Reliable,28
10928,Misinformation,11
10929,Misinformation,11
10930,Reliable,28
10931,Reliable,3
10932,Reliable,3
10933,Reliable,28
10934,Misinformation,11
10935,Reliable,3
10936,Reliable,21
10937,Reliable,13
10938,Reliable,13
10939,Misinformation,11
10940,Reliable,3
10941,Misinformation,29
10942,Misinformation,5
10943,Reliable,13
10944,Misinformation,5
10945,Reliable,11
10946,Reliable,28
10947,Reliable,3
10948,Misinformation,10
10949,Misinformation,11
10950,Misinformation,5
10951,Misinformation,11
10952,Misinformation,1
10953,Misinformation,1
10954,Misinformation,5
10955,Reliable,26
10956,Reliable,26
10957,Reliable,21
10958,Misinformation,30
10959,Reliable,28
10960,Misinformation,5
10961,Reliable,30
10962,Reliable,3
10963,Misinformation,10
10964,Misinformation,29
10965,Misinformation,25
10966,Reliable,26
10967,Misinformation,21
10968,Misinformation,29
10969,Misinformation,26
10970,Reliable,13
10971,Reliable,13
10972,Reliable,25
10973,Misinformation,10
10974,Misinformation,5
10975,Reliable,26
10976,Reliable,11
10977,Misinformation,5
10978,Reliable,28
10979,Misinformation,5
10980,Reliable,13
10981,Misinformation,5
10982,Reliable,29
10983,Reliable,28
10984,Misinformation,11
10985,Reliable,28
10986,Misinformation,5
10987,Reliable,3
10988,Reliable,5
10989,Misinformation,25
10990,Reliable,25
10991,Reliable,10
10992,Reliable,28
10993,Reliable,26
10994,Misinformation,26
10995,Reliable,13
10996,Misinformation,11
10997,Misinformation,28
10998,Misinformation,5
10999,Reliable,28
11000,Reliable,28
11001,Reliable,28
11002,Reliable,3
11003,Misinformation,5
11004,Misinformation,10
11005,Reliable,28
11006,Misinformation,11
11007,Misinformation,30
11008,Misinformation,28
11009,Misinformation,13
11010,Reliable,11
11011,Misinformation,13
11012,Misinformation,5
11013,Reliable,11
11014,Misinformation,5
11015,Misinformation,30
11016,Reliable,13
11017,Reliable,5
11018,Misinformation,28
11019,Misinformation,28
11020,Misinformation,5
11021,Misinformation,11
11022,Reliable,30
11023,Misinformation,10
11024,Reliable,26
11025,Misinformation,25
11026,Reliable,28
11027,Reliable,13
11028,Misinformation,10
11029,Misinformation,5
11030,Misinformation,5
11031,Misinformation,29
11032,Misinformation,11
11033,Misinformation,5
11034,Misinformation,25
11035,Reliable,26
11036,Misinformation,28
11037,Reliable,3
11038,Misinformation,1
11039,Misinformation,28
11040,Misinformation,30
11041,Misinformation,25
11042,Misinformation,1
11043,Misinformation,11
11044,Reliable,11
11045,Reliable,5
11046,Misinformation,29
11047,Reliable,13
11048,Reliable,28
11049,Reliable,11
11050,Reliable,10
11051,Reliable,26
11052,Reliable,28
11053,Misinformation,5
11054,Misinformation,29
11055,Reliable,11
11056,Reliable,13
11057,Reliable,26
11058,Reliable,13
11059,Reliable,26
11060,Misinformation,13
11061,Misinformation,11
11062,Misinformation,5
11063,Misinformation,1
11064,Misinformation,5
11065,Reliable,13
11066,Misinformation,28
11067,Misinformation,10
11068,Misinformation,29
11069,Reliable,5
11070,Reliable,13
11071,Misinformation,11
11072,Misinformation,28
11073,Misinformation,21
11074,Reliable,28
11075,Reliable,3
11076,Reliable,28
11077,Reliable,11
11078,Reliable,28
11079,Reliable,21
11080,Reliable,28
11081,Reliable,13
11082,Reliable,28
11083,Misinformation,5
11084,Reliable,13
11085,Reliable,10
11086,Reliable,5
11087,Reliable,10
11088,Misinformation,13
11089,Reliable,28
11090,Misinformation,28
11091,Reliable,10
11092,Reliable,26
11093,Misinformation,5
11094,Misinformation,11
11095,Reliable,13
11096,Misinformation,11
11097,Reliable,28
11098,Reliable,3
11099,Misinformation,11
11100,Reliable,28
11101,Reliable,3
11102,Reliable,28
11103,Misinformation,5
11104,Misinformation,25
11105,Reliable,13
11106,Reliable,28
11107,Reliable,13
11108,Reliable,28
11109,Misinformation,11
11110,Reliable,26
11111,Reliable,28
11112,Misinformation,28
11113,Reliable,26
11114,Misinformation,28
11115,Misinformation,26
11116,Reliable,26
11117,Reliable,28
11118,Reliable,13
11119,Reliable,10
11120,Reliable,3
11121,Reliable,25
11122,Reliable,13
11123,Reliable,28
11124,Reliable,28
11125,Reliable,26
11126,Reliable,26
11127,Reliable,10
11128,Reliable,21
11129,Misinformation,5
11130,Reliable,26
11131,Reliable,13
11132,Misinformation,5
11133,Misinformation,1
11134,Misinformation,10
11135,Reliable,26
11136,Misinformation,11
11137,Misinformation,28
11138,Reliable,13
11139,Reliable,28
11140,Misinformation,11
11141,Reliable,28
11142,Misinformation,28
11143,Misinformation,10
11144,Misinformation,28
11145,Misinformation,28
11146,Misinformation,5
11147,Misinformation,1
11148,Reliable,26
11149,Reliable,3
11150,Misinformation,5
11151,Misinformation,29
11152,Misinformation,25
11153,Reliable,30
11154,Reliable,10
11155,Misinformation,10
11156,Misinformation,29
11157,Reliable,25
11158,Reliable,26
11159,Reliable,28
11160,Reliable,13
11161,Misinformation,5
11162,Reliable,13
11163,Misinformation,5
11164,Misinformation,11
11165,Misinformation,28
11166,Misinformation,3
11167,Misinformation,3
11168,Misinformation,28
11169,Reliable,26
11170,Reliable,13
11171,Reliable,28
11172,Misinformation,28
11173,Reliable,13
11174,Misinformation,11
11175,Reliable,13
11176,Reliable,13
11177,Misinformation,5
11178,Misinformation,28
11179,Misinformation,11
11180,Reliable,21
11181,Reliable,28
11182,Reliable,28
11183,Reliable,26
11184,Reliable,25
11185,Reliable,13
11186,Reliable,28
11187,Misinformation,28
11188,Misinformation,1
11189,Reliable,3
11190,Misinformation,11
11191,Misinformation,5
11192,Misinformation,1
11193,Misinformation,1
11194,Reliable,26
11195,Misinformation,11
11196,Misinformation,3
11197,Misinformation,28
11198,Misinformation,1
11199,Misinformation,28
11200,Reliable,13
11201,Misinformation,10
11202,Misinformation,28
11203,Reliable,25
11204,Reliable,13
11205,Misinformation,5
11206,Misinformation,28
11207,Reliable,13
11208,Reliable,10
11209,Misinformation,10
11210,Reliable,26
11211,Reliable,13
11212,Reliable,28
11213,Misinformation,5
11214,Misinformation,29
11215,Reliable,13
11216,Reliable,30
11217,Reliable,28
11218,Reliable,26
11219,Misinformation,25
11220,Reliable,28
11221,Reliable,13
11222,Misinformation,1
11223,Reliable,28
11224,Reliable,26
11225,Misinformation,5
11226,Reliable,26
11227,Misinformation,11
11228,Misinformation,5
11229,Reliable,13
11230,Misinformation,1
11231,Reliable,26
11232,Reliable,28
